Latitude (decimal degrees):	-33.843
Longitude (decimal degrees):	18.834
Elevation (m):	202
Radiation database:	PVGIS-SARAH3


Slope: 29 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230724:0002,0.0,0.0,0.0,7.26,0.83,0.0
20230724:0102,0.0,0.0,0.0,6.02,0.83,0.0
20230724:0202,0.0,0.0,0.0,4.2,1.03,0.0
20230724:0302,0.0,0.0,0.0,3.81,1.1,0.0
20230724:0402,0.0,0.0,0.0,3.81,1.17,0.0
20230724:0502,0.0,0.0,0.0,4.24,1.24,0.0
20230724:0602,2.99,11.84,2.84,4.24,1.38,0.0
20230724:0702,31.47,51.0,13.53,5.34,0.9,0.0
20230724:0802,24.59,53.75,22.91,8.66,0.55,0.0
20230724:0902,51.46,114.85,30.35,10.34,0.28,0.0
20230724:1002,79.8,155.05,35.02,11.3,0.76,0.0
20230724:1102,87.38,165.03,36.19,11.9,1.03,0.0
20230724:1202,73.06,145.27,33.63,12.27,1.52,0.0
20230724:1302,42.27,96.67,27.82,12.32,1.52,0.0
20230724:1402,42.84,66.49,19.55,12.13,1.38,0.0
20230724:1502,18.61,35.52,9.61,11.65,1.1,0.0
20230724:1602,0.0,0.0,0.0,10.47,0.9,0.0
20230724:1702,0.0,0.0,0.0,8.86,1.03,0.0
20230724:1802,0.0,0.0,0.0,7.69,1.17,0.0
20230724:1902,0.0,0.0,0.0,6.77,1.31,0.0
20230724:2002,0.0,0.0,0.0,5.24,1.52,0.0
20230724:2102,0.0,0.0,0.0,4.07,1.66,0.0
20230724:2202,0.0,0.0,0.0,3.33,1.72,0.0
20230724:2302,0.0,0.0,0.0,2.88,1.72,0.0
20230725:0002,0.0,0.0,0.0,2.48,1.72,0.0
20230725:0102,0.0,0.0,0.0,1.81,1.66,0.0
20230725:0202,0.0,0.0,0.0,1.3,1.72,0.0
20230725:0302,0.0,0.0,0.0,0.78,1.72,0.0
20230725:0402,0.0,0.0,0.0,0.36,1.72,0.0
20230725:0502,0.0,0.0,0.0,0.02,1.79,0.0
20230725:0602,2.58,10.93,2.97,-0.17,1.79,0.0
20230725:0702,31.23,50.09,13.67,2.28,1.38,0.0
20230725:0802,23.54,54.93,23.08,8.99,1.24,0.0
20230725:0902,53.83,119.42,30.54,12.67,1.38,0.0
20230725:1002,81.63,159.64,35.23,14.52,1.59,0.0
20230725:1102,93.06,172.86,36.4,15.49,1.72,0.0
20230725:1202,78.74,153.28,33.84,16.0,1.86,0.0
20230725:1302,46.41,103.42,28.0,16.08,2.0,0.0
20230725:1402,42.82,67.4,19.72,15.73,1.86,0.0
20230725:1502,18.99,36.43,9.76,14.63,1.79,0.0
20230725:1602,0.0,0.0,0.0,12.58,1.93,0.0
20230725:1702,0.0,0.0,0.0,10.17,1.93,0.0
20230725:1802,0.0,0.0,0.0,8.32,1.93,0.0
20230725:1902,0.0,0.0,0.0,7.48,1.93,0.0
20230725:2002,0.0,0.0,0.0,6.17,2.0,0.0
20230725:2102,0.0,0.0,0.0,5.42,2.0,0.0
20230725:2202,0.0,0.0,0.0,5.08,1.86,0.0
20230725:2302,0.0,0.0,0.0,5.42,1.72,0.0
20230726:0002,0.0,0.0,0.0,6.11,1.86,0.0
20230726:0102,0.0,0.0,0.0,7.17,1.79,0.0
20230726:0202,0.0,0.0,0.0,8.19,1.72,0.0
20230726:0302,0.0,0.0,0.0,9.09,1.66,0.0
20230726:0402,0.0,0.0,0.0,10.96,1.03,0.0
20230726:0502,0.0,0.0,0.0,13.17,0.62,0.0
20230726:0602,2.34,10.93,3.1,12.62,0.41,0.0
20230726:0702,38.53,61.02,13.82,11.37,0.83,0.0
20230726:0802,39.88,62.66,23.25,11.33,0.97,0.0
20230726:0902,46.26,71.21,30.73,13.95,1.1,0.0
20230726:1002,39.99,63.61,35.44,14.73,1.72,0.0
20230726:1102,43.2,67.41,36.62,14.09,1.93,0.0
20230726:1202,178.65,229.05,34.04,13.88,2.28,0.0
20230726:1302,99.5,134.82,28.19,14.29,2.14,0.0
20230726:1402,89.46,122.96,19.88,14.23,2.28,0.0
20230726:1502,15.13,30.97,9.9,13.53,2.28,0.0
20230726:1602,0.0,0.0,0.0,12.02,1.79,0.0
20230726:1702,0.0,0.0,0.0,10.94,1.52,0.0
20230726:1802,0.0,0.0,0.0,10.53,1.66,0.0
20230726:1902,0.0,0.0,0.0,9.64,1.79,0.0
20230726:2002,0.0,0.0,0.0,9.2,1.86,0.0
20230726:2102,0.0,0.0,0.0,8.79,1.93,0.0
20230726:2202,0.0,0.0,0.0,8.1,1.93,0.0
20230726:2302,0.0,0.0,0.0,7.8,2.0,0.0
20230727:0002,0.0,0.0,0.0,7.37,2.0,0.0
20230727:0102,0.0,0.0,0.0,7.04,2.0,0.0
20230727:0202,0.0,0.0,0.0,6.83,2.0,0.0
20230727:0302,0.0,0.0,0.0,6.61,2.0,0.0
20230727:0402,0.0,0.0,0.0,6.54,2.07,0.0
20230727:0502,0.0,0.0,0.0,6.31,2.14,0.0
20230727:0602,3.99,13.66,3.24,6.34,2.14,0.0
20230727:0702,62.22,88.35,13.97,7.95,1.86,0.0
20230727:0802,114.68,150.85,23.42,10.51,2.48,0.0
20230727:0902,174.08,223.36,30.93,11.61,2.62,0.0
20230727:1002,189.39,239.93,35.65,12.73,2.76,0.0
20230727:1102,143.17,185.24,36.84,13.8,3.17,0.0
20230727:1202,86.66,119.63,34.26,14.53,3.24,0.0
20230727:1302,137.15,179.91,28.38,14.71,2.83,0.0
20230727:1402,100.14,135.71,20.05,14.55,2.28,0.0
20230727:1502,39.52,62.84,10.05,13.93,1.45,0.0
20230727:1602,0.0,0.0,0.0,12.71,0.69,0.0
20230727:1702,0.0,0.0,0.0,12.01,0.34,0.0
20230727:1802,0.0,0.0,0.0,10.96,0.76,0.0
20230727:1902,0.0,0.0,0.0,10.14,0.97,0.0
20230727:2002,0.0,0.0,0.0,8.32,1.17,0.0
20230727:2102,0.0,0.0,0.0,6.7,1.38,0.0
20230727:2202,0.0,0.0,0.0,5.68,1.45,0.0
20230727:2302,0.0,0.0,0.0,5.05,1.45,0.0
20230728:0002,0.0,0.0,0.0,4.93,1.38,0.0
20230728:0102,0.0,0.0,0.0,5.35,1.24,0.0
20230728:0202,0.0,0.0,0.0,5.69,1.24,0.0
20230728:0302,0.0,0.0,0.0,5.38,1.38,0.0
20230728:0402,0.0,0.0,0.0,4.93,1.52,0.0
20230728:0502,0.0,0.0,0.0,5.2,1.66,0.0
20230728:0602,4.56,14.57,3.38,5.36,1.93,0.0
20230728:0702,65.46,91.99,14.13,7.62,2.07,0.0
20230728:0802,110.29,150.88,23.6,10.34,2.62,0.0
20230728:0902,175.7,227.4,31.13,11.48,3.31,0.0
20230728:1002,174.72,220.79,35.88,12.62,4.76,0.0
20230728:1102,105.48,140.52,37.07,13.08,5.24,0.0
20230728:1202,56.97,83.55,34.47,12.75,5.1,0.0
20230728:1302,43.69,67.41,28.57,12.32,5.03,0.0
20230728:1402,32.0,52.83,20.22,11.73,4.55,0.0
20230728:1502,7.78,20.04,10.2,11.07,3.86,0.0
20230728:1602,0.0,0.0,0.0,10.33,3.45,0.0
20230728:1702,0.0,0.0,0.0,10.19,3.72,0.0
20230728:1802,0.0,0.0,0.0,10.05,3.52,0.0
20230728:1902,0.0,0.0,0.0,9.71,0.97,0.0
20230728:2002,0.0,0.0,0.0,9.48,0.83,0.0
20230728:2102,0.0,0.0,0.0,9.33,1.72,0.0
20230728:2202,0.0,0.0,0.0,9.06,1.72,0.0
20230728:2302,0.0,0.0,0.0,8.94,1.52,0.0
20230729:0002,0.0,0.0,0.0,9.01,1.79,0.0
20230729:0102,0.0,0.0,0.0,8.99,2.21,0.0
20230729:0202,0.0,0.0,0.0,8.95,3.17,0.0
20230729:0302,0.0,0.0,0.0,8.75,3.86,0.0
20230729:0402,0.0,0.0,0.0,8.26,3.66,0.0
20230729:0502,0.0,0.0,0.0,8.0,3.72,0.0
20230729:0602,0.67,7.29,3.52,7.77,3.72,0.0
20230729:0702,42.88,65.58,14.3,8.57,1.86,0.0
20230729:0802,104.63,145.71,23.79,9.25,3.03,0.0
20230729:0902,173.86,219.85,31.34,9.71,3.03,0.0
20230729:1002,188.17,235.33,36.1,9.93,2.48,0.0
20230729:1102,212.3,265.64,37.3,10.58,2.48,0.0
20230729:1202,166.08,229.5,34.69,10.27,3.31,0.0
20230729:1302,145.85,197.23,28.77,10.08,3.59,0.0
20230729:1402,29.56,49.37,20.39,9.65,3.45,0.0
20230729:1502,32.42,52.83,10.35,8.94,2.69,0.0
20230729:1602,0.0,0.0,0.0,8.84,2.55,0.0
20230729:1702,0.0,0.0,0.0,8.69,2.34,0.0
20230729:1802,0.0,0.0,0.0,8.71,2.28,0.0
20230729:1902,0.0,0.0,0.0,8.48,1.93,0.0
20230729:2002,0.0,0.0,0.0,8.17,1.79,0.0
20230729:2102,0.0,0.0,0.0,7.61,1.93,0.0
20230729:2202,0.0,0.0,0.0,7.28,1.86,0.0
20230729:2302,0.0,0.0,0.0,7.13,1.59,0.0
20230730:0002,0.0,0.0,0.0,7.36,1.38,0.0
20230730:0102,0.0,0.0,0.0,6.88,1.17,0.0
20230730:0202,0.0,0.0,0.0,6.76,1.03,0.0
20230730:0302,0.0,0.0,0.0,6.85,0.83,0.0
20230730:0402,0.0,0.0,0.0,6.52,0.97,0.0
20230730:0502,0.0,0.0,0.0,6.34,0.97,0.0
20230730:0602,6.24,17.31,3.67,5.66,1.17,0.0
20230730:0702,52.6,76.51,14.47,6.13,1.45,0.0
20230730:0802,126.9,164.79,23.98,8.54,1.86,0.0
20230730:0902,181.12,233.06,31.56,9.47,2.76,0.0
20230730:1002,216.32,272.14,36.34,10.13,3.86,0.0
20230730:1102,130.93,168.05,37.54,10.27,4.34,0.0
20230730:1202,91.0,122.48,34.91,10.45,4.41,0.0
20230730:1302,46.48,70.26,28.97,10.24,3.93,0.0
20230730:1402,38.65,60.76,20.57,10.18,3.24,0.0
20230730:1502,41.9,64.67,10.5,9.85,3.03,0.0
20230730:1602,0.0,0.0,0.0,9.44,3.03,0.0
20230730:1702,0.0,0.0,0.0,9.05,2.97,0.0
20230730:1802,0.0,0.0,0.0,8.42,3.1,0.0
20230730:1902,0.0,0.0,0.0,8.59,3.1,0.0
20230730:2002,0.0,0.0,0.0,8.51,2.9,0.0
20230730:2102,0.0,0.0,0.0,8.33,2.62,0.0
20230730:2202,0.0,0.0,0.0,8.38,2.28,0.0
20230730:2302,0.0,0.0,0.0,8.23,1.66,0.0
20230731:0002,0.0,0.0,0.0,8.28,1.03,0.0
20230731:0102,0.0,0.0,0.0,7.76,1.03,0.0
20230731:0202,0.0,0.0,0.0,7.45,1.1,0.0
20230731:0302,0.0,0.0,0.0,7.12,1.03,0.0
20230731:0402,0.0,0.0,0.0,6.77,1.1,0.0
20230731:0502,0.0,0.0,0.0,6.81,1.17,0.0
20230731:0602,7.37,19.13,3.83,6.95,1.03,0.0
20230731:0702,68.94,96.54,14.64,8.55,1.03,0.0
20230731:0802,122.12,165.41,24.18,10.15,1.38,0.0
20230731:0902,67.54,139.0,31.78,11.08,2.69,0.0
20230731:1002,91.15,123.43,36.58,11.66,3.24,0.0
20230731:1102,223.74,286.93,37.78,12.07,3.31,0.0
20230731:1202,145.08,186.27,35.14,12.07,2.9,0.0
20230731:1302,148.63,191.55,29.17,12.01,2.62,0.0
20230731:1402,85.92,120.86,20.74,11.9,2.55,0.0
20230731:1502,21.36,39.16,10.65,11.5,1.79,0.0
20230731:1602,0.0,0.0,0.0,10.67,1.31,0.0
20230731:1702,0.0,0.0,0.0,9.64,1.1,0.0
20230731:1802,0.0,0.0,0.0,8.98,1.1,0.0
20230731:1902,0.0,0.0,0.0,9.03,1.03,0.0
20230731:2002,0.0,0.0,0.0,8.67,1.03,0.0
20230731:2102,0.0,0.0,0.0,8.01,1.17,0.0
20230731:2202,0.0,0.0,0.0,7.19,1.24,0.0
20230731:2302,0.0,0.0,0.0,6.23,1.31,0.0
20230801:0002,0.0,0.0,0.0,5.25,1.45,0.0
20230801:0102,0.0,0.0,0.0,4.0,1.52,0.0
20230801:0202,0.0,0.0,0.0,3.2,1.59,0.0
20230801:0302,0.0,0.0,0.0,2.7,1.66,0.0
20230801:0402,0.0,0.0,0.0,2.3,1.59,0.0
20230801:0502,0.0,0.0,0.0,1.98,1.59,0.0
20230801:0602,5.81,16.39,3.99,1.74,1.66,0.0
20230801:0702,33.89,53.74,14.82,4.32,1.24,0.0
20230801:0802,29.47,76.88,24.39,9.23,1.17,0.0
20230801:0902,72.25,145.59,32.01,11.24,1.45,0.0
20230801:1002,104.13,186.66,36.82,12.66,1.38,0.0
20230801:1102,111.87,196.69,38.02,13.78,0.97,0.0
20230801:1202,94.16,175.32,35.37,14.59,0.55,0.0
20230801:1302,56.66,124.29,29.38,14.99,0.14,0.0
20230801:1402,24.24,53.95,20.92,14.89,0.48,0.0
20230801:1502,23.1,41.9,10.81,14.19,0.9,0.0
20230801:1602,0.0,0.0,0.0,12.48,1.1,0.0
20230801:1702,0.0,0.0,0.0,10.47,1.38,0.0
20230801:1802,0.0,0.0,0.0,8.59,1.59,0.0
20230801:1902,0.0,0.0,0.0,7.43,1.79,0.0
20230801:2002,0.0,0.0,0.0,6.17,1.86,0.0
20230801:2102,0.0,0.0,0.0,5.11,1.93,0.0
20230801:2202,0.0,0.0,0.0,4.39,2.0,0.0
20230801:2302,0.0,0.0,0.0,3.88,2.0,0.0
20230802:0002,0.0,0.0,0.0,3.46,2.0,0.0
20230802:0102,0.0,0.0,0.0,3.29,2.0,0.0
20230802:0202,0.0,0.0,0.0,3.04,2.0,0.0
20230802:0302,0.0,0.0,0.0,2.86,2.0,0.0
20230802:0402,0.0,0.0,0.0,2.71,2.0,0.0
20230802:0502,0.0,0.0,0.0,2.51,2.0,0.0
20230802:0602,5.78,16.39,4.15,2.59,2.0,0.0
20230802:0702,33.79,53.74,15.01,4.99,1.59,0.0
20230802:0802,33.68,83.63,24.6,11.59,1.24,0.0
20230802:0902,75.02,151.27,32.24,15.76,1.03,0.0
20230802:1002,107.4,193.43,37.07,18.28,0.83,0.0
20230802:1102,116.51,204.71,38.28,19.57,0.69,0.0
20230802:1202,97.74,182.11,35.61,20.15,0.62,0.0
20230802:1302,58.58,129.23,29.59,20.28,0.34,0.0
20230802:1402,21.85,54.44,21.1,20.07,0.28,0.0
20230802:1502,23.18,42.81,10.96,19.1,0.9,0.0
20230802:1602,0.0,0.0,0.0,16.93,1.17,0.0
20230802:1702,0.0,0.0,0.0,13.65,1.59,0.0
20230802:1802,0.0,0.0,0.0,11.25,1.79,0.0
20230802:1902,0.0,0.0,0.0,8.96,2.07,0.0
20230802:2002,0.0,0.0,0.0,7.24,2.21,0.0
20230802:2102,0.0,0.0,0.0,6.24,2.21,0.0
20230802:2202,0.0,0.0,0.0,5.87,2.28,0.0
20230802:2302,0.0,0.0,0.0,5.69,2.28,0.0
20230803:0002,0.0,0.0,0.0,5.63,2.28,0.0
20230803:0102,0.0,0.0,0.0,5.94,2.34,0.0
20230803:0202,0.0,0.0,0.0,6.42,2.34,0.0
20230803:0302,0.0,0.0,0.0,7.16,2.34,0.0
20230803:0402,0.0,0.0,0.0,7.81,2.34,0.0
20230803:0502,0.0,0.0,0.0,8.13,2.34,0.0
20230803:0602,6.72,18.22,4.32,8.48,2.34,0.0
20230803:0702,36.39,58.29,15.2,11.31,2.21,0.0
20230803:0802,37.88,90.32,24.81,17.32,1.86,0.0
20230803:0902,78.69,156.58,32.48,21.59,1.79,0.0
20230803:1002,111.48,198.84,37.33,23.3,2.0,0.0
20230803:1102,119.44,208.97,38.53,24.09,2.34,0.0
20230803:1202,105.59,190.36,35.85,24.3,2.55,0.0
20230803:1302,64.25,136.07,29.8,24.26,2.41,0.0
20230803:1402,27.69,64.03,21.28,23.8,2.62,0.0
20230803:1502,24.77,45.54,11.12,22.64,2.21,0.0
20230803:1602,0.0,0.0,0.0,20.66,1.93,0.0
20230803:1702,0.0,0.0,0.0,18.71,1.93,0.0
20230803:1802,0.0,0.0,0.0,17.16,1.93,0.0
20230803:1902,0.0,0.0,0.0,16.7,1.66,0.0
20230803:2002,0.0,0.0,0.0,17.03,1.52,0.0
20230803:2102,0.0,0.0,0.0,16.91,1.59,0.0
20230803:2202,0.0,0.0,0.0,16.29,1.72,0.0
20230803:2302,0.0,0.0,0.0,15.29,1.86,0.0
20230804:0002,0.0,0.0,0.0,14.23,1.93,0.0
20230804:0102,0.0,0.0,0.0,12.75,2.07,0.0
20230804:0202,0.0,0.0,0.0,11.5,2.21,0.0
20230804:0302,0.0,0.0,0.0,10.48,2.34,0.0
20230804:0402,0.0,0.0,0.0,9.9,2.41,0.0
20230804:0502,0.0,0.0,0.0,9.55,2.34,0.0
20230804:0602,6.69,18.22,4.5,9.28,2.28,0.0
20230804:0702,40.09,62.84,15.39,11.26,2.07,0.0
20230804:0802,43.96,97.69,25.03,15.03,2.21,0.0
20230804:0902,88.56,164.21,32.72,16.13,2.9,0.0
20230804:1002,119.48,203.4,37.59,16.84,3.17,0.0
20230804:1102,127.3,212.95,38.79,17.48,3.24,0.0
20230804:1202,110.48,192.72,36.09,18.01,3.24,0.0
20230804:1302,67.11,138.29,30.01,18.32,3.03,0.0
20230804:1402,27.21,64.83,21.47,18.21,2.41,0.0
20230804:1502,25.47,45.54,11.28,17.32,1.72,0.0
20230804:1602,0.0,0.0,0.0,15.43,1.24,0.0
20230804:1702,0.0,0.0,0.0,13.77,0.9,0.0
20230804:1802,0.0,0.0,0.0,12.66,0.83,0.0
20230804:1902,0.0,0.0,0.0,10.03,1.38,0.0
20230804:2002,0.0,0.0,0.0,8.42,1.79,0.0
20230804:2102,0.0,0.0,0.0,7.9,2.07,0.0
20230804:2202,0.0,0.0,0.0,7.64,2.0,0.0
20230804:2302,0.0,0.0,0.0,7.32,1.86,0.0
20230805:0002,0.0,0.0,0.0,7.65,1.45,0.0
20230805:0102,0.0,0.0,0.0,8.33,1.17,0.0
20230805:0202,0.0,0.0,0.0,9.19,1.03,0.0
20230805:0302,0.0,0.0,0.0,9.66,1.1,0.0
20230805:0402,0.0,0.0,0.0,10.09,1.03,0.0
20230805:0502,0.0,0.0,0.0,9.88,1.1,0.0
20230805:0602,9.03,21.86,4.68,10.07,0.97,0.0
20230805:0702,73.6,102.01,15.59,8.68,1.17,0.0
20230805:0802,125.86,175.05,25.25,12.44,1.38,0.0
20230805:0902,180.98,244.79,32.97,14.67,1.59,0.0
20230805:1002,191.05,266.64,37.85,16.19,1.72,0.0
20230805:1102,146.51,230.13,39.06,17.02,2.0,0.0
20230805:1202,116.93,199.24,36.34,17.3,2.07,0.0
20230805:1302,68.04,140.63,30.23,17.25,2.07,0.0
20230805:1402,27.19,67.03,21.65,16.88,1.86,0.0
20230805:1502,24.93,44.63,11.44,16.15,1.45,0.0
20230805:1602,0.0,0.0,0.0,14.81,1.38,0.0
20230805:1702,0.0,0.0,0.0,12.97,1.24,0.0
20230805:1802,0.0,0.0,0.0,13.04,0.9,0.0
20230805:1902,0.0,0.0,0.0,11.28,1.17,0.0
20230805:2002,0.0,0.0,0.0,10.1,1.38,0.0
20230805:2102,0.0,0.0,0.0,9.68,1.38,0.0
20230805:2202,0.0,0.0,0.0,9.49,1.24,0.0
20230805:2302,0.0,0.0,0.0,8.57,1.31,0.0
20230806:0002,0.0,0.0,0.0,7.69,1.31,0.0
20230806:0102,0.0,0.0,0.0,7.43,1.24,0.0
20230806:0202,0.0,0.0,0.0,7.23,1.17,0.0
20230806:0302,0.0,0.0,0.0,6.98,1.24,0.0
20230806:0402,0.0,0.0,0.0,6.31,1.38,0.0
20230806:0502,0.0,0.0,0.0,6.56,1.66,0.0
20230806:0602,9.18,21.86,4.87,7.25,1.79,0.0
20230806:0702,42.95,65.58,15.8,8.11,1.45,0.0
20230806:0802,49.44,105.27,25.48,9.88,1.38,0.0
20230806:0902,97.35,172.53,33.22,12.04,2.07,0.0
20230806:1002,137.86,218.84,38.12,13.45,2.28,0.0
20230806:1102,159.04,240.07,39.33,14.6,2.14,0.0
20230806:1202,119.62,201.41,36.59,15.16,1.93,0.0
20230806:1302,74.68,146.87,30.45,15.35,1.66,0.0
20230806:1402,29.3,71.24,21.84,15.32,1.24,0.0
20230806:1502,27.16,47.36,11.59,14.92,0.83,0.0
20230806:1602,0.0,0.0,0.0,14.01,0.62,0.0
20230806:1702,0.0,0.0,0.0,12.51,0.76,0.0
20230806:1802,0.0,0.0,0.0,10.75,1.1,0.0
20230806:1902,0.0,0.0,0.0,9.37,1.45,0.0
20230806:2002,0.0,0.0,0.0,8.38,1.52,0.0
20230806:2102,0.0,0.0,0.0,7.59,1.59,0.0
20230806:2202,0.0,0.0,0.0,6.84,1.66,0.0
20230806:2302,0.0,0.0,0.0,6.11,1.66,0.0
20230807:0002,0.0,0.0,0.0,5.48,1.66,0.0
20230807:0102,0.0,0.0,0.0,4.97,1.66,0.0
20230807:0202,0.0,0.0,0.0,4.46,1.66,0.0
20230807:0302,0.0,0.0,0.0,4.05,1.66,0.0
20230807:0402,0.0,0.0,0.0,3.76,1.66,0.0
20230807:0502,0.0,0.0,0.0,3.66,1.59,0.0
20230807:0602,9.34,21.86,5.05,4.16,1.59,0.0
20230807:0702,37.8,59.2,16.01,7.51,1.1,0.0
20230807:0802,49.83,108.47,25.72,12.61,0.55,0.0
20230807:0902,97.42,176.08,33.48,15.21,0.28,0.0
20230807:1002,133.2,218.59,38.4,16.3,0.9,0.0
20230807:1102,139.67,226.97,39.6,16.81,1.17,0.0
20230807:1202,119.9,204.28,36.84,17.23,1.31,0.0
20230807:1302,78.83,152.69,30.67,17.13,1.38,0.0
20230807:1402,32.12,76.56,22.03,16.5,1.31,0.0
20230807:1502,27.09,47.36,11.75,15.47,1.24,0.0
20230807:1602,0.0,0.0,0.0,13.9,1.31,0.0
20230807:1702,0.0,0.0,0.0,12.14,1.17,0.0
20230807:1802,0.0,0.0,0.0,10.73,1.03,0.0
20230807:1902,0.0,0.0,0.0,11.05,1.1,0.0
20230807:2002,0.0,0.0,0.0,11.3,0.9,0.0
20230807:2102,0.0,0.0,0.0,10.34,0.9,0.0
20230807:2202,0.0,0.0,0.0,7.94,0.9,0.0
20230807:2302,0.0,0.0,0.0,7.04,0.83,0.0
20230808:0002,0.0,0.0,0.0,7.67,0.9,0.0
20230808:0102,0.0,0.0,0.0,8.11,0.97,0.0
20230808:0202,0.0,0.0,0.0,8.24,0.97,0.0
20230808:0302,0.0,0.0,0.0,8.45,1.03,0.0
20230808:0402,0.0,0.0,0.0,8.53,0.97,0.0
20230808:0502,0.0,0.0,0.0,8.95,0.69,0.0
20230808:0602,13.46,28.23,5.25,9.65,0.9,0.0
20230808:0702,73.53,102.92,16.22,11.17,1.45,0.0
20230808:0802,98.39,153.46,25.95,12.81,2.48,0.0
20230808:0902,135.4,207.48,33.75,13.82,3.31,0.0
20230808:1002,209.44,282.56,38.68,14.81,3.59,0.0
20230808:1102,229.98,302.48,39.88,15.24,3.72,0.0
20230808:1202,221.19,284.26,37.1,15.27,3.66,0.0
20230808:1302,89.47,161.67,30.89,15.29,3.72,0.0
20230808:1402,31.76,78.04,22.22,14.9,3.66,0.0
20230808:1502,27.33,47.36,11.92,14.14,3.45,0.0
20230808:1602,0.0,0.0,0.0,13.17,3.31,0.0
20230808:1702,0.0,0.0,0.0,12.5,3.24,0.0
20230808:1802,0.0,0.0,0.0,11.82,3.1,0.0
20230808:1902,0.0,0.0,0.0,11.55,3.17,0.0
20230808:2002,0.0,0.0,0.0,10.78,3.03,0.0
20230808:2102,0.0,0.0,0.0,10.15,2.9,0.0
20230808:2202,0.0,0.0,0.0,9.61,2.76,0.0
20230808:2302,0.0,0.0,0.0,9.19,2.69,0.0
20230809:0002,0.0,0.0,0.0,8.78,2.76,0.0
20230809:0102,0.0,0.0,0.0,8.48,2.76,0.0
20230809:0202,0.0,0.0,0.0,8.57,2.9,0.0
20230809:0302,0.0,0.0,0.0,8.75,2.97,0.0
20230809:0402,0.0,0.0,0.0,8.75,2.9,0.0
20230809:0502,0.0,0.0,0.0,8.49,2.55,0.0
20230809:0602,9.76,22.77,5.45,7.99,2.21,0.0
20230809:0702,36.83,58.29,16.44,8.92,1.93,0.0
20230809:0802,53.43,116.43,26.2,12.28,1.72,0.0
20230809:0902,104.28,185.77,34.01,15.18,1.59,0.0
20230809:1002,140.53,229.16,38.96,17.38,1.38,0.0
20230809:1102,147.71,238.83,40.16,19.04,1.17,0.0
20230809:1202,131.17,219.28,37.35,20.14,0.97,0.0
20230809:1302,82.37,161.37,31.12,20.73,0.97,0.0
20230809:1402,33.89,84.04,22.41,20.77,1.1,0.0
20230809:1502,27.12,48.27,12.08,20.15,1.31,0.0
20230809:1602,0.0,0.0,0.0,18.19,1.45,0.0
20230809:1702,0.0,0.0,0.0,15.11,1.79,0.0
20230809:1802,0.0,0.0,0.0,12.34,2.0,0.0
20230809:1902,0.0,0.0,0.0,10.37,2.14,0.0
20230809:2002,0.0,0.0,0.0,9.27,2.14,0.0
20230809:2102,0.0,0.0,0.0,8.65,2.14,0.0
20230809:2202,0.0,0.0,0.0,8.27,2.14,0.0
20230809:2302,0.0,0.0,0.0,8.02,2.21,0.0
20230810:0002,0.0,0.0,0.0,7.85,2.21,0.0
20230810:0102,0.0,0.0,0.0,7.77,2.14,0.0
20230810:0202,0.0,0.0,0.0,7.52,2.14,0.0
20230810:0302,0.0,0.0,0.0,7.34,2.14,0.0
20230810:0402,0.0,0.0,0.0,7.15,2.21,0.0
20230810:0502,0.0,0.0,0.0,7.06,2.21,0.0
20230810:0602,11.06,24.59,5.65,7.22,2.21,0.0
20230810:0702,19.15,36.76,16.67,9.91,1.66,0.0
20230810:0802,55.47,121.07,26.45,16.93,1.1,0.0
20230810:0902,106.55,191.59,34.29,21.82,0.9,0.0
20230810:1002,140.28,233.47,39.25,23.82,1.31,0.0
20230810:1102,148.16,243.09,40.45,24.65,1.79,0.0
20230810:1202,134.07,224.7,37.62,24.97,1.93,0.0
20230810:1302,85.55,166.42,31.34,24.93,1.79,0.0
20230810:1402,35.13,87.84,22.6,24.53,1.24,0.0
20230810:1502,27.35,49.18,12.24,23.31,1.17,0.0
20230810:1602,0.0,0.0,0.0,22.83,0.48,0.0
20230810:1702,0.0,0.0,0.0,21.22,0.97,0.0
20230810:1802,0.0,0.0,0.0,18.56,1.31,0.0
20230810:1902,0.0,0.0,0.0,14.95,1.66,0.0
20230810:2002,0.0,0.0,0.0,13.32,1.86,0.0
20230810:2102,0.0,0.0,0.0,11.85,2.0,0.0
20230810:2202,0.0,0.0,0.0,10.9,2.14,0.0
20230810:2302,0.0,0.0,0.0,10.15,2.21,0.0
20230811:0002,0.0,0.0,0.0,9.97,2.21,0.0
20230811:0102,0.0,0.0,0.0,10.55,2.21,0.0
20230811:0202,0.0,0.0,0.0,11.78,2.21,0.0
20230811:0302,0.0,0.0,0.0,13.33,2.14,0.0
20230811:0402,0.0,0.0,0.0,16.16,1.72,0.0
20230811:0502,0.0,0.0,0.0,18.84,1.17,0.0
20230811:0602,14.71,30.97,5.86,18.47,1.03,0.0
20230811:0702,26.77,50.56,16.9,16.95,1.24,0.0
20230811:0802,102.37,163.86,26.7,19.54,0.9,0.0
20230811:0902,112.08,195.0,34.57,21.38,1.38,0.0
20230811:1002,144.1,234.22,39.55,22.32,1.93,0.0
20230811:1102,150.51,242.54,40.74,23.01,2.34,0.0
20230811:1202,130.66,219.86,37.88,23.47,2.48,0.0
20230811:1302,86.67,166.67,31.57,23.35,2.28,0.0
