Latitude (decimal degrees):	-33.842
Longitude (decimal degrees):	18.840
Elevation (m):	216
Radiation database:	PVGIS-SARAH3


Slope: -1 deg. (optimum)
Azimuth: -180 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230614:0602,0.0,3.0,1.93,12.11,2.9,0.0
20230614:0702,75.86,112.14,12.2,12.34,2.97,0.0
20230614:0802,64.73,93.0,21.07,12.64,3.03,0.0
20230614:0902,43.89,68.0,27.92,13.24,3.93,0.0
20230614:1002,147.78,189.95,32.01,13.4,4.28,0.0
20230614:1102,140.05,180.98,32.74,13.29,4.14,0.0
20230614:1202,86.67,119.0,29.98,13.17,3.86,0.0
20230614:1302,55.46,82.0,24.18,13.02,3.59,0.0
20230614:1402,62.75,90.95,16.06,12.86,3.59,0.0
20230614:1502,19.62,37.0,6.3,12.44,2.97,0.0
20230614:1602,0.0,0.0,0.0,11.98,2.48,0.0
20230614:1702,0.0,0.0,0.0,11.44,2.21,0.0
20230614:1802,0.0,0.0,0.0,10.34,2.28,0.0
20230614:1902,0.0,0.0,0.0,10.77,2.55,0.0
20230614:2002,0.0,0.0,0.0,10.66,2.97,0.0
20230614:2102,0.0,0.0,0.0,10.02,2.9,0.0
20230614:2202,0.0,0.0,0.0,9.6,2.76,0.0
20230614:2302,0.0,0.0,0.0,9.19,2.69,0.0
20230615:0002,0.0,0.0,0.0,9.43,2.62,0.0
20230615:0102,0.0,0.0,0.0,9.54,3.17,0.0
20230615:0202,0.0,0.0,0.0,10.06,3.93,0.0
20230615:0302,0.0,0.0,0.0,12.57,5.66,0.0
20230615:0402,0.0,0.0,0.0,13.33,5.93,0.0
20230615:0502,0.0,0.0,0.0,13.3,4.76,0.0
20230615:0602,0.0,4.0,1.86,13.25,4.69,0.0
20230615:0702,94.69,145.6,12.13,13.52,4.28,0.0
20230615:0802,183.23,236.22,21.0,14.0,5.24,0.0
20230615:0902,137.1,177.91,27.86,13.78,4.48,0.0
20230615:1002,132.78,172.98,31.96,14.06,4.83,0.0
20230615:1102,293.63,360.12,32.7,13.88,3.86,0.0
20230615:1202,282.4,348.75,29.96,14.12,3.45,0.0
20230615:1302,87.86,121.0,24.17,13.99,2.62,0.0
20230615:1402,62.34,90.95,16.05,13.69,1.66,0.0
20230615:1502,18.76,36.0,6.3,13.4,1.17,0.0
20230615:1602,0.0,0.0,0.0,12.42,1.38,0.0
20230615:1702,0.0,0.0,0.0,11.29,1.72,0.0
20230615:1802,0.0,0.0,0.0,11.23,1.86,0.0
20230615:1902,0.0,0.0,0.0,11.26,1.79,0.0
20230615:2002,0.0,0.0,0.0,10.84,2.07,0.0
20230615:2102,0.0,0.0,0.0,10.64,2.21,0.0
20230615:2202,0.0,0.0,0.0,10.42,2.41,0.0
20230615:2302,0.0,0.0,0.0,10.2,2.62,0.0
20230616:0002,0.0,0.0,0.0,9.9,2.69,0.0
20230616:0102,0.0,0.0,0.0,9.46,2.9,0.0
20230616:0202,0.0,0.0,0.0,9.22,3.1,0.0
20230616:0302,0.0,0.0,0.0,8.85,3.17,0.0
20230616:0402,0.0,0.0,0.0,8.55,3.24,0.0
20230616:0502,0.0,0.0,0.0,8.43,3.38,0.0
20230616:0602,0.53,7.0,1.8,8.56,3.52,0.0
20230616:0702,103.55,162.4,12.07,9.68,4.0,0.0
20230616:0802,211.58,270.03,20.94,11.16,3.79,0.0
20230616:0902,239.43,294.56,27.8,12.53,6.21,0.0
20230616:1002,164.55,208.9,31.91,13.7,6.41,0.0
20230616:1102,183.08,230.81,32.66,14.57,7.1,0.0
20230616:1202,129.98,169.96,29.93,14.94,7.1,0.0
20230616:1302,120.33,158.9,24.16,14.79,6.69,0.0
20230616:1402,34.84,57.0,16.05,14.43,6.0,0.0
20230616:1502,3.99,14.0,6.31,13.74,5.52,0.0
20230616:1602,0.0,0.0,0.0,13.04,4.97,0.0
20230616:1702,0.0,0.0,0.0,12.78,4.97,0.0
20230616:1802,0.0,0.0,0.0,12.35,4.83,0.0
20230616:1902,0.0,0.0,0.0,12.24,5.17,0.0
20230616:2002,0.0,0.0,0.0,12.33,5.38,0.0
20230616:2102,0.0,0.0,0.0,12.35,5.45,0.0
20230616:2202,0.0,0.0,0.0,12.32,5.24,0.0
20230616:2302,0.0,0.0,0.0,12.24,5.17,0.0
20230617:0002,0.0,0.0,0.0,12.09,5.03,0.0
20230617:0102,0.0,0.0,0.0,12.18,4.97,0.0
20230617:0202,0.0,0.0,0.0,11.91,4.97,0.0
20230617:0302,0.0,0.0,0.0,11.87,4.83,0.0
20230617:0402,0.0,0.0,0.0,11.85,4.62,0.0
20230617:0502,0.0,0.0,0.0,11.88,4.14,0.0
20230617:0602,0.0,1.0,1.74,11.88,3.24,0.0
20230617:0702,44.45,68.94,12.01,12.36,3.38,0.0
20230617:0802,108.5,144.82,20.89,12.68,3.03,0.0
20230617:0902,185.36,233.48,27.76,12.81,3.52,0.0
20230617:1002,138.43,178.97,31.87,12.83,3.45,0.0
20230617:1102,216.03,268.51,32.64,12.83,3.59,0.0
20230617:1202,86.69,119.0,29.92,12.94,3.24,0.0
20230617:1302,200.62,253.58,24.15,12.69,2.83,0.0
20230617:1402,108.29,148.19,16.06,12.46,2.69,0.0
20230617:1502,1.87,10.0,6.33,12.08,2.41,0.0
20230617:1602,0.0,0.0,0.0,11.39,1.79,0.0
20230617:1702,0.0,0.0,0.0,10.58,1.52,0.0
20230617:1802,0.0,0.0,0.0,9.7,1.52,0.0
20230617:1902,0.0,0.0,0.0,9.18,1.72,0.0
20230617:2002,0.0,0.0,0.0,8.61,1.86,0.0
20230617:2102,0.0,0.0,0.0,7.93,2.0,0.0
20230617:2202,0.0,0.0,0.0,8.16,2.07,0.0
20230617:2302,0.0,0.0,0.0,8.05,2.07,0.0
20230618:0002,0.0,0.0,0.0,8.35,2.14,0.0
20230618:0102,0.0,0.0,0.0,8.42,2.21,0.0
20230618:0202,0.0,0.0,0.0,8.48,2.21,0.0
20230618:0302,0.0,0.0,0.0,8.76,2.28,0.0
20230618:0402,0.0,0.0,0.0,8.93,2.41,0.0
20230618:0502,0.0,0.0,0.0,8.93,2.55,0.0
20230618:0602,0.0,4.0,1.69,8.86,2.69,0.0
20230618:0702,102.8,163.21,11.96,9.43,2.55,0.0
20230618:0802,111.34,146.82,20.84,10.65,3.24,0.0
20230618:0902,359.61,439.23,27.71,11.53,3.86,0.0
20230618:1002,344.44,415.44,31.84,12.47,5.38,0.0
20230618:1102,432.91,518.57,32.61,12.79,5.79,0.0
20230618:1202,386.78,468.22,29.91,12.86,5.31,0.0
20230618:1302,233.41,291.6,24.16,12.57,4.97,0.0
20230618:1402,102.94,140.4,16.07,12.36,5.17,0.0
20230618:1502,21.2,39.0,6.35,11.84,4.55,0.0
20230618:1602,0.0,0.0,0.0,11.24,4.48,0.0
20230618:1702,0.0,0.0,0.0,10.92,4.41,0.0
20230618:1802,0.0,0.0,0.0,10.68,4.48,0.0
20230618:1902,0.0,0.0,0.0,10.92,4.9,0.0
20230618:2002,0.0,0.0,0.0,10.87,5.1,0.0
20230618:2102,0.0,0.0,0.0,10.89,5.24,0.0
20230618:2202,0.0,0.0,0.0,10.83,5.17,0.0
20230618:2302,0.0,0.0,0.0,10.58,5.1,0.0
20230619:0002,0.0,0.0,0.0,10.62,5.45,0.0
20230619:0102,0.0,0.0,0.0,10.24,5.45,0.0
20230619:0202,0.0,0.0,0.0,10.37,5.38,0.0
20230619:0302,0.0,0.0,0.0,10.59,5.17,0.0
20230619:0402,0.0,0.0,0.0,10.49,5.52,0.0
20230619:0502,0.0,0.0,0.0,9.67,5.79,0.0
20230619:0602,0.53,7.0,1.64,9.68,5.03,0.0
20230619:0702,12.57,27.0,11.91,9.89,4.69,0.0
20230619:0802,86.67,117.96,20.8,10.8,3.93,0.0
20230619:0902,121.58,157.96,27.68,10.61,3.66,0.0
20230619:1002,278.27,338.44,31.81,11.88,4.62,0.0
20230619:1102,421.68,506.12,32.6,12.23,4.76,0.0
20230619:1202,101.84,136.0,29.91,12.2,4.83,0.0
20230619:1302,291.68,363.47,24.16,11.84,4.83,0.0
20230619:1402,170.67,239.97,16.09,11.05,4.48,0.0
20230619:1502,9.78,23.0,6.37,10.31,3.38,0.0
20230619:1602,0.0,0.0,0.0,9.45,3.31,0.0
20230619:1702,0.0,0.0,0.0,9.39,3.17,0.0
20230619:1802,0.0,0.0,0.0,9.3,2.97,0.0
20230619:1902,0.0,0.0,0.0,8.95,2.28,0.0
20230619:2002,0.0,0.0,0.0,8.99,2.0,0.0
20230619:2102,0.0,0.0,0.0,8.83,1.79,0.0
20230619:2202,0.0,0.0,0.0,8.54,1.66,0.0
20230619:2302,0.0,0.0,0.0,8.19,1.38,0.0
20230620:0002,0.0,0.0,0.0,7.97,1.17,0.0
20230620:0102,0.0,0.0,0.0,7.23,1.03,0.0
20230620:0202,0.0,0.0,0.0,7.1,0.97,0.0
20230620:0302,0.0,0.0,0.0,6.49,1.1,0.0
20230620:0402,0.0,0.0,0.0,6.4,1.1,0.0
20230620:0502,0.0,0.0,0.0,6.17,1.24,0.0
20230620:0602,0.0,2.0,1.59,6.14,1.24,0.0
20230620:0702,86.79,128.4,11.87,7.64,1.45,0.0
20230620:0802,241.9,311.68,20.76,9.18,1.86,0.0
20230620:0902,313.78,383.72,27.64,10.25,2.41,0.0
20230620:1002,334.87,405.71,31.79,10.87,2.69,0.0
20230620:1102,126.92,165.0,32.59,11.62,2.83,0.0
20230620:1202,229.66,284.08,29.91,11.83,2.83,0.0
20230620:1302,254.52,318.6,24.18,12.03,3.17,0.0
20230620:1402,101.32,138.43,16.11,11.64,2.48,0.0
20230620:1502,19.74,37.0,6.4,11.23,2.14,0.0
20230620:1602,0.0,0.0,0.0,10.34,1.66,0.0
20230620:1702,0.0,0.0,0.0,9.47,1.59,0.0
20230620:1802,0.0,0.0,0.0,8.87,1.72,0.0
20230620:1902,0.0,0.0,0.0,8.26,2.21,0.0
20230620:2002,0.0,0.0,0.0,7.93,2.28,0.0
20230620:2102,0.0,0.0,0.0,7.61,2.21,0.0
20230620:2202,0.0,0.0,0.0,7.35,2.21,0.0
20230620:2302,0.0,0.0,0.0,7.22,2.21,0.0
20230621:0002,0.0,0.0,0.0,7.17,2.14,0.0
20230621:0102,0.0,0.0,0.0,7.07,2.0,0.0
20230621:0202,0.0,0.0,0.0,7.12,2.07,0.0
20230621:0302,0.0,0.0,0.0,7.25,2.07,0.0
20230621:0402,0.0,0.0,0.0,7.29,1.93,0.0
20230621:0502,0.0,0.0,0.0,7.83,1.79,0.0
20230621:0602,0.0,2.0,1.55,8.44,1.86,0.0
20230621:0702,59.16,87.67,11.83,9.22,1.59,0.0
20230621:0802,89.07,120.96,20.73,10.4,1.52,0.0
20230621:0902,147.41,188.83,27.62,10.92,1.45,0.0
20230621:1002,102.43,137.0,31.78,11.45,1.31,0.0
20230621:1102,185.05,233.78,32.59,11.84,0.9,0.0
20230621:1202,173.63,220.73,29.92,11.94,0.76,0.0
20230621:1302,110.33,146.92,24.2,12.21,0.97,0.0
20230621:1402,134.6,185.89,16.14,12.31,1.1,0.0
20230621:1502,13.11,28.0,6.43,12.08,1.38,0.0
20230621:1602,0.0,0.0,0.0,11.42,1.72,0.0
20230621:1702,0.0,0.0,0.0,10.96,2.0,0.0
20230621:1802,0.0,0.0,0.0,10.48,2.14,0.0
20230621:1902,0.0,0.0,0.0,10.32,2.21,0.0
20230621:2002,0.0,0.0,0.0,9.73,2.21,0.0
20230621:2102,0.0,0.0,0.0,9.38,2.21,0.0
20230621:2202,0.0,0.0,0.0,8.85,2.14,0.0
20230621:2302,0.0,0.0,0.0,8.62,2.07,0.0
20230622:0002,0.0,0.0,0.0,8.43,2.0,0.0
20230622:0102,0.0,0.0,0.0,8.03,1.93,0.0
20230622:0202,0.0,0.0,0.0,7.68,2.0,0.0
20230622:0302,0.0,0.0,0.0,7.34,2.0,0.0
20230622:0402,0.0,0.0,0.0,7.27,2.0,0.0
20230622:0502,0.0,0.0,0.0,7.29,2.07,0.0
20230622:0602,0.15,6.0,1.51,7.23,2.14,0.0
20230622:0702,100.23,159.27,11.8,7.74,2.14,0.0
20230622:0802,241.58,312.56,20.7,9.96,2.07,0.0
20230622:0902,348.45,433.32,27.6,12.92,1.93,0.0
20230622:1002,407.54,506.57,31.77,15.35,1.79,0.0
20230622:1102,416.31,522.34,32.59,17.21,1.59,0.0
20230622:1202,376.02,477.76,29.94,18.33,1.45,0.0
20230622:1302,289.53,378.72,24.23,18.87,1.66,0.0
20230622:1402,159.78,233.4,16.17,18.76,1.72,0.0
20230622:1502,14.78,31.0,6.47,17.77,1.52,0.0
20230622:1602,0.0,0.0,0.0,15.74,1.72,0.0
20230622:1702,0.0,0.0,0.0,13.37,1.93,0.0
20230622:1802,0.0,0.0,0.0,11.33,2.0,0.0
20230622:1902,0.0,0.0,0.0,10.14,2.0,0.0
20230622:2002,0.0,0.0,0.0,9.16,2.07,0.0
20230622:2102,0.0,0.0,0.0,8.61,2.07,0.0
20230622:2202,0.0,0.0,0.0,8.28,2.14,0.0
20230622:2302,0.0,0.0,0.0,8.04,2.14,0.0
20230623:0002,0.0,0.0,0.0,7.88,2.21,0.0
20230623:0102,0.0,0.0,0.0,7.95,2.21,0.0
20230623:0202,0.0,0.0,0.0,8.74,2.14,0.0
20230623:0302,0.0,0.0,0.0,9.63,2.07,0.0
20230623:0402,0.0,0.0,0.0,10.25,2.21,0.0
20230623:0502,0.0,0.0,0.0,10.24,2.76,0.0
20230623:0602,0.0,5.0,1.48,10.81,3.24,0.0
20230623:0702,97.8,155.65,11.77,11.89,3.86,0.0
20230623:0802,166.99,216.68,20.68,13.64,3.45,0.0
20230623:0902,220.75,275.89,27.59,14.32,4.83,0.0
20230623:1002,85.38,118.0,31.77,14.56,5.38,0.0
20230623:1102,49.26,75.0,32.61,14.91,5.45,0.0
20230623:1202,41.09,65.0,29.96,15.17,5.86,0.0
20230623:1302,33.12,55.0,24.26,15.18,5.17,0.0
20230623:1402,19.42,37.0,16.21,14.57,5.1,0.0
20230623:1502,6.36,18.0,6.51,13.97,3.86,0.0
20230623:1602,0.0,0.0,0.0,13.22,3.17,0.0
20230623:1702,0.0,0.0,0.0,12.93,2.97,0.0
20230623:1802,0.0,0.0,0.0,12.62,2.69,0.0
20230623:1902,0.0,0.0,0.0,12.21,2.48,0.0
20230623:2002,0.0,0.0,0.0,12.04,2.34,0.0
20230623:2102,0.0,0.0,0.0,11.95,2.28,0.0
20230623:2202,0.0,0.0,0.0,11.93,2.14,0.0
20230623:2302,0.0,0.0,0.0,11.89,2.14,0.0
20230624:0002,0.0,0.0,0.0,11.74,2.0,0.0
20230624:0102,0.0,0.0,0.0,11.74,1.86,0.0
20230624:0202,0.0,0.0,0.0,11.63,1.72,0.0
20230624:0302,0.0,0.0,0.0,11.28,1.52,0.0
20230624:0402,0.0,0.0,0.0,10.94,1.31,0.0
20230624:0502,0.0,0.0,0.0,10.86,1.03,0.0
20230624:0602,0.0,3.0,1.45,10.35,1.03,0.0
20230624:0702,93.93,149.85,11.75,10.73,0.76,0.0
20230624:0802,191.32,249.55,20.66,12.37,0.55,0.0
20230624:0902,297.69,373.94,27.58,13.68,0.9,0.0
20230624:1002,280.15,348.13,31.77,14.09,1.72,0.0
20230624:1102,54.04,81.0,32.62,14.89,2.28,0.0
20230624:1202,123.58,163.98,29.99,15.47,2.34,0.0
20230624:1302,67.82,98.0,24.3,15.78,2.34,0.0
20230624:1402,102.3,142.35,16.26,15.77,2.28,0.0
20230624:1502,10.18,24.0,6.56,14.98,2.14,0.0
20230624:1602,0.0,0.0,0.0,13.83,2.28,0.0
20230624:1702,0.0,0.0,0.0,13.14,2.55,0.0
20230624:1802,0.0,0.0,0.0,12.76,2.76,0.0
20230624:1902,0.0,0.0,0.0,12.45,2.21,0.0
20230624:2002,0.0,0.0,0.0,12.11,2.34,0.0
20230624:2102,0.0,0.0,0.0,11.96,2.48,0.0
20230624:2202,0.0,0.0,0.0,11.77,2.48,0.0
20230624:2302,0.0,0.0,0.0,11.65,2.55,0.0
20230625:0002,0.0,0.0,0.0,11.53,2.55,0.0
20230625:0102,0.0,0.0,0.0,11.47,2.62,0.0
20230625:0202,0.0,0.0,0.0,11.36,2.62,0.0
20230625:0302,0.0,0.0,0.0,11.34,2.69,0.0
20230625:0402,0.0,0.0,0.0,11.5,2.97,0.0
20230625:0502,0.0,0.0,0.0,11.67,3.24,0.0
20230625:0602,0.0,5.0,1.43,11.63,3.31,0.0
20230625:0702,98.01,159.22,11.73,11.85,3.24,0.0
20230625:0802,236.89,308.73,20.65,12.6,3.38,0.0
20230625:0902,348.5,429.49,27.58,13.41,4.0,0.0
20230625:1002,411.01,499.87,31.79,13.88,4.0,0.0
20230625:1102,425.13,516.61,32.65,14.07,3.93,0.0
20230625:1202,388.1,474.92,30.03,13.93,3.86,0.0
20230625:1302,300.01,377.84,24.34,13.5,3.86,0.0
20230625:1402,166.3,233.51,16.3,12.7,3.79,0.0
20230625:1502,16.72,33.0,6.61,11.98,3.79,0.0
20230625:1602,0.0,0.0,0.0,11.23,4.21,0.0
20230625:1702,0.0,0.0,0.0,10.68,4.28,0.0
20230625:1802,0.0,0.0,0.0,10.28,4.21,0.0
20230625:1902,0.0,0.0,0.0,11.2,3.93,0.0
20230625:2002,0.0,0.0,0.0,11.03,3.86,0.0
20230625:2102,0.0,0.0,0.0,11.0,3.79,0.0
20230625:2202,0.0,0.0,0.0,10.98,3.72,0.0
20230625:2302,0.0,0.0,0.0,10.88,3.66,0.0
20230626:0002,0.0,0.0,0.0,10.81,3.72,0.0
20230626:0102,0.0,0.0,0.0,10.85,3.72,0.0
20230626:0202,0.0,0.0,0.0,10.92,3.72,0.0
20230626:0302,0.0,0.0,0.0,11.07,3.79,0.0
20230626:0402,0.0,0.0,0.0,11.12,3.79,0.0
20230626:0502,0.0,0.0,0.0,11.17,3.79,0.0
20230626:0602,0.0,0.0,0.0,11.22,3.86,0.0
20230626:0702,97.65,158.25,11.72,11.4,3.86,0.0
20230626:0802,237.03,307.82,20.65,12.26,3.79,0.0
20230626:0902,347.77,427.61,27.59,13.3,4.41,0.0
20230626:1002,412.28,500.84,31.81,14.41,4.76,0.0
20230626:1102,421.06,511.85,32.68,15.0,4.76,0.0
20230626:1202,395.33,484.61,30.07,15.26,4.83,0.0
20230626:1302,217.15,275.13,24.39,15.22,4.69,0.0
20230626:1402,148.2,205.27,16.36,14.73,4.07,0.0
20230626:1502,0.49,7.0,6.66,13.89,4.21,0.0
20230626:1602,0.0,0.0,0.0,13.13,4.21,0.0
20230626:1702,0.0,0.0,0.0,12.75,4.21,0.0
20230626:1802,0.0,0.0,0.0,12.47,4.21,0.0
20230626:1902,0.0,0.0,0.0,12.05,4.69,0.0
20230626:2002,0.0,0.0,0.0,11.91,4.55,0.0
20230626:2102,0.0,0.0,0.0,11.77,4.55,0.0
20230626:2202,0.0,0.0,0.0,11.63,4.48,0.0
20230626:2302,0.0,0.0,0.0,11.53,4.48,0.0
20230627:0002,0.0,0.0,0.0,11.38,4.48,0.0
20230627:0102,0.0,0.0,0.0,11.56,4.28,0.0
20230627:0202,0.0,0.0,0.0,11.56,3.52,0.0
20230627:0302,0.0,0.0,0.0,11.45,3.17,0.0
20230627:0402,0.0,0.0,0.0,11.4,2.97,0.0
20230627:0502,0.0,0.0,0.0,11.29,2.9,0.0
20230627:0602,0.0,0.0,0.0,11.17,2.83,0.0
20230627:0702,82.71,125.39,11.71,11.31,2.97,0.0
20230627:0802,24.21,43.0,20.65,12.03,2.69,0.0
20230627:0902,25.66,45.0,27.61,12.69,2.55,0.0
20230627:1002,34.2,56.0,31.83,13.09,2.14,0.0
20230627:1102,114.39,152.0,32.72,13.45,1.86,0.0
20230627:1202,60.9,89.0,30.12,13.61,1.03,0.0
20230627:1302,43.69,68.0,24.44,13.4,0.62,0.0
20230627:1402,39.03,62.0,16.41,12.62,0.9,0.0
20230627:1502,4.02,14.0,6.72,12.11,1.45,0.0
20230627:1602,0.0,0.0,0.0,11.58,1.59,0.0
20230627:1702,0.0,0.0,0.0,11.28,1.31,0.0
20230627:1802,0.0,0.0,0.0,11.06,1.17,0.0
20230627:1902,0.0,0.0,0.0,10.78,1.24,0.0
20230627:2002,0.0,0.0,0.0,10.53,1.17,0.0
20230627:2102,0.0,0.0,0.0,9.58,1.24,0.0
20230627:2202,0.0,0.0,0.0,8.23,1.24,0.0
20230627:2302,0.0,0.0,0.0,7.56,1.17,0.0
20230628:0002,0.0,0.0,0.0,7.15,1.24,0.0
20230628:0102,0.0,0.0,0.0,6.16,1.31,0.0
20230628:0202,0.0,0.0,0.0,5.35,1.31,0.0
20230628:0302,0.0,0.0,0.0,5.18,1.31,0.0
20230628:0402,0.0,0.0,0.0,5.35,1.38,0.0
20230628:0502,0.0,0.0,0.0,5.78,1.59,0.0
20230628:0602,0.0,0.0,0.0,5.76,1.72,0.0
20230628:0702,82.24,121.62,11.71,7.28,1.1,0.0
20230628:0802,30.69,51.0,20.66,10.11,1.03,0.0
20230628:0902,148.22,191.83,27.62,12.91,0.83,0.0
20230628:1002,215.79,272.42,31.87,14.06,1.03,0.0
20230628:1102,139.38,181.97,32.77,14.17,1.45,0.0
20230628:1202,205.25,259.42,30.17,13.89,1.38,0.0
20230628:1302,294.88,376.02,24.5,13.52,1.24,0.0
20230628:1402,154.36,214.81,16.48,13.07,0.97,0.0
20230628:1502,14.46,30.0,6.79,12.78,0.83,0.0
20230628:1602,0.0,0.0,0.0,12.11,1.1,0.0
20230628:1702,0.0,0.0,0.0,10.73,1.38,0.0
20230628:1802,0.0,0.0,0.0,9.65,1.52,0.0
20230628:1902,0.0,0.0,0.0,9.19,1.38,0.0
20230628:2002,0.0,0.0,0.0,8.23,1.79,0.0
20230628:2102,0.0,0.0,0.0,7.84,1.93,0.0
20230628:2202,0.0,0.0,0.0,7.89,2.14,0.0
20230628:2302,0.0,0.0,0.0,8.21,2.34,0.0
20230629:0002,0.0,0.0,0.0,8.85,2.69,0.0
20230629:0102,0.0,0.0,0.0,9.36,2.83,0.0
20230629:0202,0.0,0.0,0.0,9.37,2.69,0.0
20230629:0302,0.0,0.0,0.0,9.6,2.55,0.0
20230629:0402,0.0,0.0,0.0,9.68,2.14,0.0
20230629:0502,0.0,0.0,0.0,9.78,2.34,0.0
20230629:0602,0.0,0.0,0.0,9.76,2.62,0.0
20230629:0702,75.82,112.95,11.71,10.82,3.72,0.0
20230629:0802,70.35,99.0,20.67,11.33,4.41,0.0
20230629:0902,121.02,157.96,27.65,11.92,4.69,0.0
20230629:1002,76.21,106.0,31.91,11.62,4.28,0.0
20230629:1102,57.51,84.0,32.82,11.79,4.34,0.0
20230629:1202,207.45,257.42,30.23,12.11,4.41,0.0
20230629:1302,147.88,189.68,24.57,12.28,4.14,0.0
20230629:1402,79.4,110.85,16.54,12.38,4.07,0.0
20230629:1502,15.25,31.0,6.85,12.21,4.48,0.0
20230629:1602,0.0,0.0,0.0,11.98,3.86,0.0
20230629:1702,0.0,0.0,0.0,11.64,3.45,0.0
20230629:1802,0.0,0.0,0.0,11.41,2.97,0.0
20230629:1902,0.0,0.0,0.0,11.27,3.38,0.0
20230629:2002,0.0,0.0,0.0,11.19,2.83,0.0
20230629:2102,0.0,0.0,0.0,10.78,2.48,0.0
20230629:2202,0.0,0.0,0.0,10.9,2.48,0.0
20230629:2302,0.0,0.0,0.0,10.97,2.14,0.0
20230630:0002,0.0,0.0,0.0,11.01,2.07,0.0
20230630:0102,0.0,0.0,0.0,10.75,2.0,0.0
20230630:0202,0.0,0.0,0.0,10.79,2.0,0.0
20230630:0302,0.0,0.0,0.0,10.71,2.21,0.0
20230630:0402,0.0,0.0,0.0,10.67,2.0,0.0
20230630:0502,0.0,0.0,0.0,10.59,1.93,0.0
20230630:0602,0.0,0.0,0.0,10.49,2.0,0.0
20230630:0702,90.44,140.55,11.72,10.85,2.07,0.0
20230630:0802,145.21,188.26,20.69,11.5,2.69,0.0
20230630:0902,165.29,209.71,27.68,12.37,3.59,0.0
20230630:1002,157.49,200.91,31.95,13.13,4.28,0.0
20230630:1102,0.0,0.0,0.0,13.81,4.55,0.0
20230630:1202,155.72,199.88,30.3,14.32,4.41,0.0
20230630:1302,157.22,202.55,24.64,14.41,3.93,0.0
20230630:1402,72.17,102.9,16.62,14.2,3.66,0.0
20230630:1502,21.0,39.0,6.93,13.55,2.83,0.0
20230630:1602,0.0,0.0,0.0,12.36,2.14,0.0
20230630:1702,0.0,0.0,0.0,11.54,1.86,0.0
20230630:1802,0.0,0.0,0.0,10.86,1.66,0.0
20230630:1902,0.0,0.0,0.0,10.22,1.79,0.0
20230630:2002,0.0,0.0,0.0,9.65,1.86,0.0
20230630:2102,0.0,0.0,0.0,9.27,1.86,0.0
20230630:2202,0.0,0.0,0.0,8.92,1.86,0.0
20230630:2302,0.0,0.0,0.0,8.71,1.79,0.0
20230701:0002,0.0,0.0,0.0,8.66,1.59,0.0
20230701:0102,0.0,0.0,0.0,8.41,1.45,0.0
20230701:0202,0.0,0.0,0.0,7.95,1.31,0.0
20230701:0302,0.0,0.0,0.0,7.48,1.38,0.0
20230701:0402,0.0,0.0,0.0,7.54,1.31,0.0
20230701:0502,0.0,0.0,0.0,7.66,1.31,0.0
20230701:0602,0.0,0.0,0.0,7.97,1.31,0.0
20230701:0702,99.2,159.29,11.73,9.04,1.17,0.0
20230701:0802,238.64,313.65,20.72,12.42,1.1,0.0
20230701:0902,345.64,433.54,27.72,14.34,1.59,0.0
20230701:1002,407.75,505.87,32.01,15.42,2.0,0.0
20230701:1102,424.21,526.52,32.94,16.08,2.14,0.0
20230701:1202,382.44,478.11,30.38,16.33,2.07,0.0
20230701:1302,296.83,381.02,24.72,16.2,1.93,0.0
20230701:1402,169.31,240.51,16.69,15.82,1.59,0.0
20230701:1502,17.15,34.0,7.0,15.03,1.17,0.0
20230701:1602,0.0,0.0,0.0,13.84,0.48,0.0
20230701:1702,0.0,0.0,0.0,13.29,0.34,0.0
20230701:1802,0.0,0.0,0.0,12.51,0.55,0.0
20230701:1902,0.0,0.0,0.0,12.03,0.62,0.0
20230701:2002,0.0,0.0,0.0,11.35,0.83,0.0
20230701:2102,0.0,0.0,0.0,10.67,0.9,0.0
20230701:2202,0.0,0.0,0.0,10.06,1.03,0.0
20230701:2302,0.0,0.0,0.0,9.44,1.1,0.0
20230702:0002,0.0,0.0,0.0,9.28,1.03,0.0
20230702:0102,0.0,0.0,0.0,9.27,1.03,0.0
20230702:0202,0.0,0.0,0.0,9.21,1.03,0.0
20230702:0302,0.0,0.0,0.0,9.08,1.1,0.0
20230702:0402,0.0,0.0,0.0,8.91,1.17,0.0
20230702:0502,0.0,0.0,0.0,8.41,1.31,0.0
20230702:0602,0.0,0.0,0.0,7.75,1.38,0.0
20230702:0702,102.46,162.27,11.75,7.38,1.24,0.0
20230702:0802,241.17,316.64,20.75,12.05,0.83,0.0
20230702:0902,347.82,441.37,27.77,15.26,0.76,0.0
20230702:1002,406.69,514.7,32.07,16.78,0.69,0.0
20230702:1102,418.33,530.56,33.02,17.63,0.76,0.0
20230702:1202,380.48,485.05,30.46,18.03,0.83,0.0
20230702:1302,296.3,386.94,24.8,18.15,0.76,0.0
20230702:1402,170.67,245.44,16.77,18.01,0.62,0.0
20230702:1502,17.66,35.0,7.08,17.13,0.76,0.0
20230702:1602,0.0,0.0,0.0,15.14,0.97,0.0
20230702:1702,0.0,0.0,0.0,12.79,1.24,0.0
20230702:1802,0.0,0.0,0.0,11.42,1.31,0.0
20230702:1902,0.0,0.0,0.0,9.8,1.45,0.0
